accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
7074,Prothrapur,Andaman and Nicobar Islands,11.6182,92.721675,2022-08-15,16:00,16,Monday,0,urban,5,1,clear,high,18,high,distraction,minor,3,3,0,,0.3
7075,Bangalore,Karnataka,12.978892,77.583569,2025-02-25,0:00,0,Tuesday,0,urban,3,1,fog,low,19,low,weather,major,2,2,0,,0.45
7076,Madurai,Tamil Nadu,9.932564,78.111052,2022-11-16,18:00,18,Wednesday,0,rural,1,0,fog,low,29,high,weather,fatal,1,1,1,,1.0
7077,Bhagalpur,Bihar,25.245636,86.978161,2025-01-17,9:00,9,Friday,0,rural,5,1,rain,low,29,high,weather,minor,1,0,1,,0.8
7078,Meerut,Uttar Pradesh,28.993661,77.705518,2022-07-23,20:00,20,Saturday,1,rural,3,0,clear,high,40,low,overspeeding,minor,3,3,0,,0.1
7079,Kurnool,Andhra Pradesh,15.816717,78.042836,2024-07-25,8:00,8,Thursday,0,urban,4,1,rain,medium,32,high,weather,minor,5,0,1,,0.6
7080,Bhagalpur,Bihar,25.243626,86.967004,2022-11-28,2:00,2,Monday,0,highway,1,0,clear,high,40,low,distraction,minor,1,0,0,,0.1
7081,Erode,Tamil Nadu,11.33036,77.724941,2022-11-29,22:00,22,Tuesday,0,rural,5,1,rain,medium,17,low,distraction,minor,2,2,0,,0.25
7082,Jammu,Jammu and Kashmir,32.723297,74.865598,2022-03-26,12:00,12,Saturday,1,rural,6,0,rain,low,20,medium,distraction,minor,3,2,0,,0.45
7083,Bokaro Steel City,Jharkhand,23.661435,86.161593,2024-03-07,15:00,15,Thursday,0,urban,4,0,clear,high,19,medium,drunk driving,minor,3,0,0,,0.1
7084,Bhavnagar,Gujarat,21.771359,72.157608,2024-04-21,10:00,10,Sunday,1,rural,5,1,clear,high,33,high,poor road,minor,2,1,1,,0.45
7085,Belagavi,Karnataka,15.844528,74.509491,2025-02-15,12:00,12,Saturday,1,rural,5,0,fog,low,21,high,drunk driving,fatal,1,1,0,,0.85
7086,Chennai,Tamil Nadu,13.070931,80.275554,2024-01-10,20:00,20,Wednesday,0,rural,1,1,clear,high,17,high,poor road,minor,3,3,0,,0.3
7087,Kanpur,Uttar Pradesh,26.451886,80.343868,2024-01-17,2:00,2,Wednesday,0,rural,5,0,clear,high,16,medium,poor road,major,1,0,0,,0.1
7088,Chennai,Tamil Nadu,13.081176,80.265649,2025-03-20,14:00,14,Thursday,0,rural,1,0,clear,high,40,high,distraction,minor,2,2,0,,0.3
7089,Mohali,Punjab,30.705552,76.729264,2022-12-22,23:00,23,Thursday,0,urban,2,1,fog,low,25,high,weather,minor,2,2,0,,0.65
7090,Bangalore,Karnataka,12.973421,77.584766,2024-09-22,22:00,22,Sunday,1,highway,2,0,rain,low,25,low,distraction,minor,3,0,0,,0.45
7091,Bhopal,Madhya Pradesh,23.267033,77.402725,2022-08-13,16:00,16,Saturday,1,rural,5,1,clear,high,15,low,distraction,minor,5,1,0,,0.1
7092,Ranchi,Jharkhand,23.34534,85.298531,2025-01-04,7:00,7,Saturday,1,rural,3,1,fog,low,31,low,overspeeding,major,4,2,0,,0.45
7093,Kolasib,Mizoram,24.229742,92.682241,2024-05-27,6:00,6,Monday,0,highway,2,1,rain,medium,15,medium,drunk driving,fatal,5,5,0,,0.45
7094,Mumbai,Maharashtra,19.072486,72.87942,2022-06-04,5:00,5,Saturday,1,urban,6,0,rain,low,18,high,weather,minor,1,1,0,,0.65
7095,Brahmapur,Odisha,19.316992,84.783567,2024-06-01,21:00,21,Saturday,1,rural,6,1,fog,low,35,low,drunk driving,minor,3,1,0,,0.45
7096,Tezpur,Assam,26.641446,92.802802,2022-08-01,12:00,12,Monday,0,rural,5,0,clear,high,17,low,distraction,minor,1,1,0,,0.1
7097,Madurai,Tamil Nadu,9.924683,78.129714,2022-01-09,20:00,20,Sunday,1,rural,5,0,rain,medium,32,low,overspeeding,minor,5,3,0,,0.25
7098,Belagavi,Karnataka,15.839825,74.504911,2023-05-27,6:00,6,Saturday,1,urban,5,0,clear,high,22,low,drunk driving,major,2,1,0,,0.1
7099,Ludhiana,Punjab,30.90473,75.867002,2024-05-05,4:00,4,Sunday,1,highway,1,0,rain,low,15,low,overspeeding,major,2,1,0,,0.45
7100,Kota,Rajasthan,25.209598,75.862559,2025-03-29,19:00,19,Saturday,1,rural,6,1,fog,low,29,high,weather,minor,3,3,1,,0.8
7101,Ambala,Haryana,30.368272,76.786301,2023-06-27,17:00,17,Tuesday,0,urban,4,1,rain,medium,32,medium,drunk driving,fatal,1,1,1,,0.6
7102,Lucknow,Uttar Pradesh,26.836787,80.957397,2023-10-02,12:00,12,Monday,0,highway,5,1,clear,high,29,low,weather,minor,3,0,0,,0.1
7103,Chennai,Tamil Nadu,13.073432,80.277898,2023-09-12,4:00,4,Tuesday,0,urban,6,0,fog,low,30,low,distraction,fatal,2,2,0,,0.65
7104,Madurai,Tamil Nadu,9.930984,78.125317,2024-08-21,17:00,17,Wednesday,0,urban,4,0,fog,low,27,high,weather,major,1,0,1,,0.8
7105,Rourkela,Odisha,22.253997,84.860825,2022-02-14,15:00,15,Monday,0,highway,3,1,clear,high,16,low,distraction,fatal,3,3,0,,0.3
7106,Warangal,Telangana,17.983441,79.593452,2022-12-19,0:00,0,Monday,0,highway,3,0,rain,medium,37,medium,distraction,minor,5,2,0,,0.25
7107,Bhubaneswar,Odisha,20.288951,85.82692,2025-03-16,17:00,17,Sunday,1,highway,4,0,rain,low,33,high,poor road,minor,5,1,1,,0.8
7108,Kanpur,Uttar Pradesh,26.454355,80.330278,2024-02-15,22:00,22,Thursday,0,highway,6,1,clear,high,21,high,drunk driving,minor,5,4,0,,0.3
7109,Cuttack,Odisha,20.454722,85.88208,2022-09-09,7:00,7,Friday,0,urban,3,0,clear,high,19,medium,drunk driving,minor,1,1,0,,0.1
7110,Jodhpur,Rajasthan,26.240025,73.014392,2024-02-09,9:00,9,Friday,0,highway,5,0,rain,medium,15,high,overspeeding,minor,2,1,1,,0.6
7111,Mumbai,Maharashtra,19.075846,72.872668,2024-04-01,2:00,2,Monday,0,urban,1,0,clear,high,25,low,overspeeding,minor,3,2,0,,0.1
7112,Srinagar,Jammu and Kashmir,34.074782,74.803732,2022-06-01,11:00,11,Wednesday,0,urban,4,0,rain,low,30,low,drunk driving,minor,2,2,0,,0.45
7113,Mumbai,Maharashtra,19.067618,72.884259,2025-01-04,7:00,7,Saturday,1,rural,1,1,fog,low,16,low,drunk driving,minor,3,2,0,,0.45
7114,Bhopal,Madhya Pradesh,23.262762,77.421788,2023-09-09,6:00,6,Saturday,1,rural,6,1,rain,medium,31,medium,drunk driving,major,4,4,0,,0.25
7115,Chandigarh Sector 22,Chandigarh,30.736986,76.76806,2023-01-04,9:00,9,Wednesday,0,rural,1,0,rain,medium,22,medium,overspeeding,minor,3,0,1,,0.4
7116,Vijayawada,Andhra Pradesh,16.518054,80.636946,2022-07-07,16:00,16,Thursday,0,highway,4,1,fog,low,17,low,overspeeding,major,1,0,0,,0.45
7117,Ahmedabad,Gujarat,23.01746,72.580023,2023-03-13,17:00,17,Monday,0,rural,1,0,rain,medium,39,high,drunk driving,major,3,0,1,,0.6
7118,Kochi,Kerala,9.932652,76.259206,2023-07-05,20:00,20,Wednesday,0,highway,5,0,fog,low,22,high,weather,major,2,1,0,,0.65
7119,Kolkata,West Bengal,22.573215,88.366356,2023-02-03,1:00,1,Friday,0,highway,4,1,fog,low,26,low,overspeeding,fatal,2,2,0,,0.65
7120,Korba,Chhattisgarh,22.361045,82.753573,2024-09-09,16:00,16,Monday,0,highway,2,0,fog,low,36,medium,distraction,minor,5,3,0,,0.45
7121,Udhampur,Jammu and Kashmir,32.931274,75.134081,2022-05-10,4:00,4,Tuesday,0,urban,5,0,clear,high,25,low,distraction,major,3,3,0,,0.1
7122,Mumbai,Maharashtra,19.080258,72.872948,2025-01-07,8:00,8,Tuesday,0,urban,3,0,rain,medium,22,high,weather,major,3,0,1,,0.6
7123,Silvassa,Dadra and Nagar Haveli and Daman and Diu,20.273251,73.000818,2023-10-10,19:00,19,Tuesday,0,urban,4,0,rain,low,32,high,poor road,major,2,0,1,,0.8
7124,Kashipur,Uttarakhand,29.218188,78.952485,2023-01-22,18:00,18,Sunday,1,rural,1,0,clear,high,40,high,weather,minor,5,2,1,,0.45
7125,Srinagar,Jammu and Kashmir,34.085517,74.799462,2025-03-12,14:00,14,Wednesday,0,urban,6,1,clear,high,16,high,overspeeding,minor,1,1,0,,0.3
7126,Bhubaneswar,Odisha,20.296415,85.814182,2024-11-19,11:00,11,Tuesday,0,urban,6,1,clear,high,30,high,drunk driving,major,2,0,0,,0.3
7127,Indore,Madhya Pradesh,22.712807,75.853402,2024-06-11,0:00,0,Tuesday,0,rural,5,0,clear,high,28,low,drunk driving,major,1,1,0,,0.1
7128,Arrah,Bihar,25.569441,84.673149,2024-02-23,23:00,23,Friday,0,rural,5,1,rain,low,28,high,poor road,minor,1,1,0,,0.65
7129,Purnia,Bihar,25.781809,87.465558,2024-08-07,2:00,2,Wednesday,0,rural,6,1,clear,high,31,low,distraction,minor,3,3,0,,0.1
7130,Raipur,Chhattisgarh,21.262418,81.623204,2024-10-16,18:00,18,Wednesday,0,rural,6,0,clear,high,18,medium,weather,major,5,4,1,,0.25
7131,Jaipur,Rajasthan,26.910745,75.796002,2022-07-09,22:00,22,Saturday,1,urban,5,1,clear,high,27,low,distraction,minor,5,0,0,,0.1
7132,Faridabad,Haryana,28.406469,77.307092,2023-11-19,22:00,22,Sunday,1,urban,1,1,rain,medium,35,medium,weather,minor,3,1,0,,0.25
7133,Ahmedabad,Gujarat,23.017709,72.581618,2024-05-10,12:00,12,Friday,0,urban,5,1,clear,high,35,medium,weather,fatal,5,5,0,,0.3
7134,Asansol,West Bengal,23.69802,86.986672,2025-02-17,9:00,9,Monday,0,highway,6,0,fog,low,26,high,drunk driving,minor,4,3,1,,0.8
7135,Durg,Chhattisgarh,21.200271,81.274942,2022-04-10,2:00,2,Sunday,1,rural,2,0,rain,low,15,low,weather,minor,2,0,0,,0.45
7136,Aizawl,Mizoram,23.739298,92.710524,2024-08-27,7:00,7,Tuesday,0,rural,3,0,clear,high,18,high,poor road,fatal,2,2,0,,0.5
7137,Rajamahendravaram,Andhra Pradesh,17.001649,81.805516,2022-05-19,18:00,18,Thursday,0,rural,2,0,rain,medium,31,high,overspeeding,minor,2,0,1,,0.6
7138,Noida,Uttar Pradesh,28.538341,77.400309,2022-07-24,21:00,21,Sunday,1,highway,4,0,fog,low,25,medium,distraction,minor,3,2,0,,0.45
7139,Nagpur,Maharashtra,21.152836,79.087699,2025-03-08,14:00,14,Saturday,1,urban,5,0,fog,low,31,high,weather,minor,2,2,0,,0.65
7140,Jodhpur,Rajasthan,26.227758,73.031815,2022-07-01,17:00,17,Friday,0,highway,1,1,fog,low,25,high,weather,minor,2,2,1,,0.8
7141,Amritsar,Punjab,31.622724,74.86604,2022-01-07,12:00,12,Friday,0,urban,4,1,rain,medium,22,high,distraction,fatal,1,1,0,,0.65
7142,Patna,Bihar,25.587043,85.129413,2023-02-24,5:00,5,Friday,0,urban,2,1,fog,low,36,high,weather,major,1,0,0,,0.65
7143,Shillong,Meghalaya,25.585123,91.894966,2023-06-08,22:00,22,Thursday,0,rural,2,1,rain,medium,15,low,drunk driving,major,1,1,0,,0.25
7144,Junagadh,Gujarat,21.516738,70.465076,2023-03-13,2:00,2,Monday,0,rural,5,1,fog,low,34,low,weather,minor,4,2,0,,0.45
7145,New Delhi,Delhi,28.616118,77.207317,2024-11-06,12:00,12,Wednesday,0,rural,5,0,rain,low,27,medium,weather,minor,4,3,0,,0.45
7146,Deoghar,Jharkhand,24.492996,86.689939,2022-09-24,5:00,5,Saturday,1,highway,1,0,rain,medium,15,high,drunk driving,minor,4,4,0,,0.45
7147,Bangalore,Karnataka,12.981065,77.593994,2025-02-24,6:00,6,Monday,0,urban,3,1,rain,low,40,medium,poor road,minor,5,2,0,,0.45
7148,Manali,Himachal Pradesh,32.23698,77.178093,2023-04-02,2:00,2,Sunday,1,rural,1,1,rain,low,21,low,weather,major,3,0,0,,0.45
7149,Warangal,Telangana,17.983573,79.592991,2024-07-24,19:00,19,Wednesday,0,highway,5,0,rain,medium,18,medium,distraction,minor,1,1,1,,0.4
7150,Indore,Madhya Pradesh,22.725627,75.849384,2024-05-22,20:00,20,Wednesday,0,rural,2,1,clear,high,30,medium,overspeeding,fatal,4,4,0,,0.3
7151,Mysore,Karnataka,12.30078,76.643072,2023-04-29,5:00,5,Saturday,1,urban,4,0,rain,low,18,low,overspeeding,minor,1,0,0,,0.45
7152,Jabalpur,Madhya Pradesh,22.167649,79.939906,2023-04-24,12:00,12,Monday,0,urban,4,1,rain,low,34,high,distraction,minor,5,2,0,,0.65
7153,Udaipur (Tripura),Tripura,23.530356,91.489213,2025-04-08,13:00,13,Tuesday,0,rural,1,1,clear,high,18,low,overspeeding,minor,2,0,0,,0.1
7154,Jabalpur,Madhya Pradesh,22.166824,79.938726,2023-08-14,10:00,10,Monday,0,highway,5,1,clear,high,33,medium,poor road,fatal,1,1,1,,0.45
7155,Muzaffarpur,Bihar,26.1136,85.364639,2025-03-18,4:00,4,Tuesday,0,rural,3,0,fog,low,20,low,weather,minor,5,2,0,,0.45
7156,Kota,Rajasthan,25.21722,75.870274,2022-09-07,4:00,4,Wednesday,0,rural,1,1,rain,low,28,low,overspeeding,minor,2,0,0,,0.45
7157,Alappuzha,Kerala,9.488328,76.350138,2023-08-27,16:00,16,Sunday,1,rural,2,0,fog,low,33,medium,poor road,minor,5,3,0,,0.45
7158,Manimajra,Chandigarh,30.726524,76.852038,2024-10-29,4:00,4,Tuesday,0,urban,6,0,fog,low,38,medium,poor road,minor,4,0,0,,0.45
7159,Srinagar,Jammu and Kashmir,34.073017,74.803793,2022-06-05,13:00,13,Sunday,1,highway,6,0,fog,low,34,medium,weather,minor,3,1,0,,0.45
7160,Patna,Bihar,25.598661,85.136148,2022-05-03,9:00,9,Tuesday,0,rural,5,0,rain,medium,23,medium,poor road,minor,1,0,1,,0.4
7161,Jaipur,Rajasthan,26.920725,75.776043,2022-12-24,23:00,23,Saturday,1,rural,2,1,fog,low,27,low,poor road,fatal,2,2,0,,0.65
7162,Howrah,West Bengal,22.577611,88.327266,2022-03-12,10:00,10,Saturday,1,highway,2,1,rain,low,16,high,overspeeding,major,1,1,1,,0.8
7163,Mangalore,Karnataka,12.916789,74.864633,2025-01-30,6:00,6,Thursday,0,rural,1,1,rain,medium,31,medium,poor road,minor,4,3,0,,0.25
7164,Guwahati,Assam,26.137439,91.734389,2024-06-02,12:00,12,Sunday,1,urban,3,0,clear,high,21,medium,weather,minor,5,2,0,,0.1
7165,Thiruvananthapuram,Kerala,8.532972,76.925145,2023-04-13,3:00,3,Thursday,0,highway,3,0,rain,low,35,low,distraction,major,1,1,0,,0.45
7166,Puri,Odisha,19.809789,85.833781,2022-11-21,9:00,9,Monday,0,urban,1,0,rain,medium,30,high,poor road,minor,2,2,1,,0.6
7167,Sagar,Madhya Pradesh,23.836462,78.740133,2025-03-23,18:00,18,Sunday,1,urban,4,0,rain,medium,16,high,poor road,fatal,5,5,1,,0.8
7168,Srinagar,Jammu and Kashmir,34.091795,74.794826,2023-05-01,14:00,14,Monday,0,highway,2,1,fog,low,26,medium,drunk driving,minor,2,1,0,,0.45
7169,Mangalore,Karnataka,12.918574,74.849894,2025-01-02,5:00,5,Thursday,0,rural,4,1,clear,high,22,high,weather,major,3,0,0,,0.3
7170,Coimbatore,Tamil Nadu,11.021977,76.967484,2023-08-05,5:00,5,Saturday,1,urban,1,0,fog,low,22,medium,overspeeding,minor,2,2,0,,0.45
7171,Bhubaneswar,Odisha,20.290048,85.829061,2025-01-31,20:00,20,Friday,0,urban,5,1,rain,medium,33,medium,weather,major,4,0,0,,0.25
7172,Surat,Gujarat,21.159622,72.830936,2022-08-08,15:00,15,Monday,0,rural,6,1,clear,high,31,medium,poor road,minor,4,3,0,,0.1
7173,Surat,Gujarat,21.176013,72.826739,2024-12-30,14:00,14,Monday,0,urban,5,1,clear,high,25,high,distraction,minor,3,3,0,,0.3
7174,Davanagere,Karnataka,14.472051,75.928552,2022-01-15,16:00,16,Saturday,1,highway,6,1,rain,medium,24,medium,overspeeding,minor,3,2,0,,0.25
7175,Agra,Uttar Pradesh,27.17862,78.0169,2023-02-14,7:00,7,Tuesday,0,highway,4,1,clear,high,37,low,distraction,minor,5,4,0,,0.1
7176,Dadra,Dadra and Nagar Haveli and Daman and Diu,20.293477,73.026943,2023-10-22,17:00,17,Sunday,1,rural,3,0,clear,high,28,high,drunk driving,minor,5,1,1,,0.45
7177,Nongpoh,Meghalaya,25.903626,91.87315,2023-05-09,3:00,3,Tuesday,0,rural,4,0,rain,medium,38,low,distraction,minor,1,1,0,,0.25
7178,Panaji,Goa,15.483283,73.822958,2023-05-28,17:00,17,Sunday,1,urban,2,0,clear,high,35,high,weather,minor,4,2,1,,0.45
7179,Bhopal,Madhya Pradesh,23.268165,77.419778,2024-12-18,1:00,1,Wednesday,0,rural,2,1,fog,low,36,medium,distraction,minor,4,4,0,,0.45
7180,Rajkot,Gujarat,22.301649,70.811549,2024-05-24,18:00,18,Friday,0,urban,1,1,clear,high,15,high,drunk driving,minor,1,1,1,,0.45
7181,Jamnagar,Gujarat,22.47738,70.052736,2025-03-09,17:00,17,Sunday,1,urban,2,0,rain,low,28,high,distraction,fatal,2,2,1,,1.0
7182,Gurugram,Haryana,28.46866,77.027601,2024-12-25,13:00,13,Wednesday,0,rural,4,1,rain,low,37,high,distraction,minor,1,1,0,,0.65
7183,Warangal,Telangana,17.979027,79.586725,2022-08-12,3:00,3,Friday,0,urban,1,1,clear,high,27,low,drunk driving,major,1,0,0,,0.1
7184,Gurugram,Haryana,28.468507,77.018706,2022-02-18,0:00,0,Friday,0,rural,3,0,clear,high,18,medium,distraction,fatal,3,3,0,,0.3
7185,Prayagraj,Uttar Pradesh,25.435035,81.848695,2023-01-12,7:00,7,Thursday,0,urban,6,0,rain,low,15,high,poor road,minor,1,1,0,,0.65
7186,Nellore,Andhra Pradesh,14.430725,79.988366,2023-07-31,18:00,18,Monday,0,highway,3,0,clear,high,33,medium,weather,minor,3,1,1,,0.25
7187,Mysore,Karnataka,12.288276,76.63999,2023-10-27,22:00,22,Friday,0,highway,5,0,rain,medium,24,high,overspeeding,fatal,2,2,0,,0.65
7188,Agra,Uttar Pradesh,27.186044,78.01802,2024-11-20,1:00,1,Wednesday,0,urban,4,1,fog,low,39,low,overspeeding,major,1,1,0,,0.45
7189,Port Blair,Andaman and Nicobar Islands,11.631523,92.717893,2023-11-22,1:00,1,Wednesday,0,urban,5,0,clear,high,25,high,poor road,major,5,5,0,,0.3
7190,Nagpur,Maharashtra,21.142772,79.098893,2023-02-02,19:00,19,Thursday,0,urban,6,0,clear,high,15,medium,overspeeding,major,3,0,1,,0.25
7191,Lucknow,Uttar Pradesh,26.852525,80.942746,2024-04-18,17:00,17,Thursday,0,urban,6,0,rain,medium,28,medium,poor road,major,3,1,1,,0.4
7192,Pune,Maharashtra,18.532374,73.847402,2023-01-05,3:00,3,Thursday,0,urban,1,0,fog,low,16,low,poor road,minor,1,0,0,,0.45
7193,New Delhi,Delhi,28.616785,77.199744,2024-08-09,2:00,2,Friday,0,highway,3,0,fog,low,31,medium,distraction,minor,5,3,0,,0.45
7194,Belagavi,Karnataka,15.851527,74.4958,2022-05-28,1:00,1,Saturday,1,highway,4,0,fog,low,26,low,drunk driving,minor,4,0,0,,0.45
7195,Hyderabad,Telangana,17.373574,78.479855,2025-03-02,10:00,10,Sunday,1,rural,5,0,clear,high,19,high,drunk driving,minor,4,4,1,,0.45
7196,Nagpur,Maharashtra,21.14126,79.096886,2023-03-03,19:00,19,Friday,0,rural,6,1,rain,medium,32,medium,distraction,minor,5,2,1,,0.4
7197,Tiruchirappalli,Tamil Nadu,10.797179,78.698345,2023-08-12,22:00,22,Saturday,1,urban,1,1,rain,medium,28,low,drunk driving,minor,2,0,0,,0.25
7198,Bareilly,Uttar Pradesh,28.366895,79.431859,2023-03-04,4:00,4,Saturday,1,rural,4,1,fog,low,36,medium,overspeeding,minor,5,4,0,,0.45
7199,Lucknow,Uttar Pradesh,26.839649,80.95125,2023-11-25,11:00,11,Saturday,1,urban,3,0,rain,medium,22,low,weather,minor,1,0,0,,0.25
7200,Hyderabad,Telangana,17.377691,78.495773,2023-01-07,13:00,13,Saturday,1,urban,5,0,clear,high,39,low,drunk driving,minor,2,1,0,,0.1
7201,Solan,Himachal Pradesh,30.912689,77.08932,2023-02-22,21:00,21,Wednesday,0,highway,2,1,rain,medium,25,low,weather,minor,3,3,0,,0.25
7202,Siliguri,West Bengal,26.737968,88.396065,2023-09-27,16:00,16,Wednesday,0,rural,1,0,fog,low,39,medium,weather,minor,4,3,0,,0.45
7203,Siliguri,West Bengal,26.715881,88.399977,2024-10-19,0:00,0,Saturday,1,rural,5,1,rain,low,25,high,weather,major,2,2,0,,0.65
7204,Amritsar,Punjab,31.631869,74.870835,2024-08-06,1:00,1,Tuesday,0,rural,3,0,rain,medium,38,low,drunk driving,major,4,1,0,,0.25
7205,Jaipur,Rajasthan,26.912853,75.785219,2023-05-28,5:00,5,Sunday,1,rural,6,0,clear,high,24,high,drunk driving,minor,5,2,0,,0.3
7206,Deoghar,Jharkhand,24.491566,86.694663,2025-02-05,0:00,0,Wednesday,0,highway,2,0,rain,medium,39,high,drunk driving,major,3,1,0,,0.45
7207,Dwarka,Delhi,28.580637,77.049511,2025-02-20,6:00,6,Thursday,0,rural,1,1,rain,low,27,medium,distraction,minor,4,3,0,,0.45
7208,Mumbai,Maharashtra,19.081081,72.868058,2022-05-31,9:00,9,Tuesday,0,urban,4,1,clear,high,37,medium,overspeeding,major,3,3,1,,0.25
7209,Udaipur,Rajasthan,24.578941,73.718901,2023-07-23,9:00,9,Sunday,1,urban,2,0,rain,low,23,high,distraction,minor,2,1,1,,0.8
7210,Jaipur,Rajasthan,26.903526,75.784908,2024-08-11,11:00,11,Sunday,1,urban,1,0,clear,high,24,medium,poor road,fatal,5,5,0,,0.3
7211,New Delhi,Delhi,28.604436,77.20499,2022-11-21,21:00,21,Monday,0,highway,6,0,clear,high,37,high,distraction,minor,3,1,0,,0.3
7212,Ambala,Haryana,30.387566,76.778502,2024-10-17,22:00,22,Thursday,0,urban,3,1,fog,low,36,medium,weather,minor,2,1,0,,0.45
7213,Lucknow,Uttar Pradesh,26.846239,80.935096,2022-03-16,15:00,15,Wednesday,0,urban,4,0,fog,low,23,high,distraction,minor,2,2,0,,0.65
7214,Udaipur,Rajasthan,24.579644,73.712821,2025-02-24,7:00,7,Monday,0,highway,4,1,rain,low,24,high,distraction,minor,5,2,0,,0.65
7215,Jaipur,Rajasthan,26.900517,75.777783,2023-02-28,19:00,19,Tuesday,0,rural,1,1,clear,high,20,high,overspeeding,minor,4,0,1,,0.45
7216,Lucknow,Uttar Pradesh,26.852683,80.940665,2024-01-11,16:00,16,Thursday,0,rural,5,1,clear,high,32,high,distraction,major,1,0,0,,0.3
7217,Kullu,Himachal Pradesh,31.965082,77.106377,2023-12-29,5:00,5,Friday,0,highway,1,1,rain,medium,27,low,weather,minor,1,1,0,,0.25
7218,Nagpur,Maharashtra,21.138078,79.078906,2024-12-28,9:00,9,Saturday,1,urban,6,0,clear,high,20,low,distraction,minor,1,0,1,,0.25
7219,Noida,Uttar Pradesh,28.530979,77.38414,2023-12-31,14:00,14,Sunday,1,rural,1,0,rain,medium,39,medium,distraction,minor,2,2,0,,0.25
7220,Bangalore,Karnataka,12.968702,77.584243,2023-05-26,5:00,5,Friday,0,rural,3,0,rain,low,34,high,distraction,minor,4,0,0,,0.65
7221,Salem,Tamil Nadu,11.662238,78.143149,2022-10-14,2:00,2,Friday,0,highway,4,0,rain,medium,17,low,overspeeding,minor,3,1,0,,0.25
7222,Khammam,Telangana,17.237747,80.148681,2025-01-25,16:00,16,Saturday,1,highway,2,1,fog,low,17,low,poor road,minor,4,0,0,,0.45
7223,Jodhpur,Rajasthan,26.227645,73.017058,2024-09-12,2:00,2,Thursday,0,urban,3,0,rain,low,25,medium,distraction,minor,3,0,0,,0.45
7224,Bhubaneswar,Odisha,20.293101,85.814644,2022-01-27,21:00,21,Thursday,0,highway,6,1,fog,low,36,medium,overspeeding,major,1,1,0,,0.45
7225,Dibrugarh,Assam,27.475382,94.909592,2024-03-25,15:00,15,Monday,0,urban,2,1,clear,high,18,medium,poor road,fatal,2,2,0,Holi,0.4
7226,Rajamahendravaram,Andhra Pradesh,17.00646,81.810785,2023-02-13,8:00,8,Monday,0,urban,2,0,fog,low,28,high,weather,major,3,2,1,,0.8
7227,Surat,Gujarat,21.166401,72.836123,2022-09-24,11:00,11,Saturday,1,highway,3,0,clear,high,30,high,overspeeding,major,2,1,0,,0.3
7228,Darjeeling,West Bengal,27.035471,88.274012,2022-09-05,19:00,19,Monday,0,rural,6,1,clear,high,25,high,overspeeding,minor,5,3,1,,0.45
7229,Vadodara,Gujarat,22.317034,73.173411,2022-07-15,12:00,12,Friday,0,urban,4,0,rain,medium,19,high,overspeeding,minor,5,0,0,,0.45
7230,Indore,Madhya Pradesh,22.717158,75.868975,2023-07-31,14:00,14,Monday,0,highway,4,1,rain,medium,29,high,weather,minor,1,0,0,,0.45
7231,Jorhat,Assam,26.748015,94.209773,2023-03-20,23:00,23,Monday,0,urban,5,0,fog,low,36,low,drunk driving,minor,1,1,0,,0.45
7232,Lucknow,Uttar Pradesh,26.856898,80.956834,2022-12-26,3:00,3,Monday,0,rural,2,1,fog,low,37,medium,drunk driving,minor,4,3,0,,0.45
7233,Korba,Chhattisgarh,22.371003,82.7619,2024-10-18,14:00,14,Friday,0,highway,6,1,fog,low,32,low,overspeeding,minor,1,0,0,,0.45
7234,Surat,Gujarat,21.170196,72.821248,2023-04-08,2:00,2,Saturday,1,rural,5,1,rain,medium,26,low,weather,major,1,0,0,,0.25
7235,Nagpur,Maharashtra,21.140206,79.076855,2022-09-08,19:00,19,Thursday,0,rural,5,1,fog,low,24,low,overspeeding,major,5,1,1,,0.6
7236,Mumbai,Maharashtra,19.070962,72.884883,2025-03-19,7:00,7,Wednesday,0,highway,4,0,clear,high,37,low,weather,minor,4,1,0,,0.1
7237,Bilaspur,Chhattisgarh,22.073545,82.143564,2024-01-07,5:00,5,Sunday,1,highway,2,0,clear,high,16,high,overspeeding,major,4,1,0,,0.3
7238,Ghaziabad,Uttar Pradesh,28.663939,77.449911,2023-12-27,7:00,7,Wednesday,0,urban,4,1,rain,low,28,low,overspeeding,minor,2,0,0,,0.45
7239,Arrah,Bihar,25.559898,84.67189,2024-07-14,7:00,7,Sunday,1,rural,4,0,clear,high,27,medium,drunk driving,minor,1,1,0,,0.1
7240,Meerut,Uttar Pradesh,28.99141,77.695088,2022-09-02,2:00,2,Friday,0,urban,5,0,clear,high,36,low,overspeeding,major,1,1,0,,0.1
7241,Dwarka,Delhi,28.575841,77.038167,2023-12-28,23:00,23,Thursday,0,urban,1,1,fog,low,20,medium,poor road,minor,2,1,0,,0.45
7242,Faridabad,Haryana,28.39897,77.320223,2024-11-01,15:00,15,Friday,0,rural,2,0,clear,high,36,medium,distraction,minor,3,2,0,Diwali,0.2
7243,Amritsar,Punjab,31.631928,74.883806,2024-12-27,9:00,9,Friday,0,highway,2,1,rain,medium,21,high,weather,major,3,2,1,,0.6
